code	add	bits	bitsParamSave	bitsSave	descGroupIDs	descGroupNegative	descGroupPositive	descGroupStringAdd	descNegative	descPositive	descStringAdd	descfunc	descpriority	descval	dgrp	dgrpfunc	dgrpval	saveParamBits	stat	mapped_fields	mapping_confidence
179		10																10	attack_vs_montype	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
180		10																10	damage_vs_montype	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
181		3																	fade	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
182	100	8							Total Defense = 0	Total Defense = 0		3	11	0					armor_override_percent	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
183	0	5																	item_dyes_color	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
184	0	8																	melee_divisor	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
185				12								3		2					potion_stat_cap	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
186				8								3		2					potion_skill_cap	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
187	0	3																	stance_ID	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
188	0	3							+%d to Javelin and Spear Skills	+%d to Javelin and Spear Skills		14	201					16	item_addskill_tab	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
189	0	16																	damage_divisor	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=f36;f36_f37_u32;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
191	24	7																	frenzy	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
192	0	8							%d%% Chance to cast level %d %s on Kill	%d%% Chance to cast level %d %s on Kill		15	205					17	item_skillonpkill	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
193	1	2																	Celestial_rage	add=f35;f35_f36_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
194	0	4																	item_numsockets	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
195	0	8							%d%% Chance to cast level %d %s on Melee Attack	%d%% Chance to cast level %d %s on Melee Attack		15	205					17	item_skillonattack	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
196	0	8							%d%% Chance to cast level %d %s on Kill	%d%% Chance to cast level %d %s on Kill		15	205					17	item_skillonkill	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
197	0	8							%d%% Chance to cast level %d %s when you Die	%d%% Chance to cast level %d %s when you Die		15	205					17	item_skillondeath	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=f36;f36_f37_u32	0.000
198	0	8							%d%% Chance to cast level %d %s on Striking	%d%% Chance to cast level %d %s on Striking		15	205					17	item_skillonhit	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
199	0	7							%d%% Chance to cast level %d %s when you Level-Up	%d%% Chance to cast level %d %s when you Level-Up		15	205					17	item_skillonlevelup	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
200	0	7							\orange;Mega Impact\grey;	\orange;Mega Impact\grey;		3	247	0				17	item_megaimpact	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
201	0	7							%d%% Chance to cast level %d %s when Struck	%d%% Chance to cast level %d %s when Struck		15	205					17	item_skillongethit	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
202	0	20																	Trophy_Challenge	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
203	0	10							Weapon Physical Damage	Weapon Physical Damage	(Based on Character Level)	8	83	2					item_totaldamage_perlevel	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
204	0	16							(%d/%d Charges)	(%d/%d Charges)		24	204					16	item_charged_skill	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
205	20	7							Maximum Avoid Chance	Maximum Avoid Chance		4	49	2					avoidcap	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
206	0	8																17	innate-xbow-proc	add=f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f36;f37;f38;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;f36_f37_u32;f37_f38_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
208	0	7							Life on Striking	Life on Striking		1	45	1					item_healonstriking	add=f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f13;f14;f15;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f38;f1_f2_u32;f2_f3_u32;f3_f4_u32;f4_f5_u32;f5_f6_u32;f6_f7_u32;f7_f8_u32;f8_f9_u32;f9_f10_u32;f10_f11_u32;f13_f14_u32;f14_f15_u32;f24_f25_u32;f25_f26_u32;f26_f27_u32;f27_f28_u32;f28_f29_u32;f29_f30_u32;f30_f31_u32;f31_f32_u32;f32_f33_u32;f33_f34_u32;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=f12;f12_f13_u32;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
209	0	7							Mana on Striking	Mana on Striking		1	44	1					item_manaonstriking	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
210	0	10							Life on Melee Attack	Life on Melee Attack		1	43	1					skill_healonstrikingmelee	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
213	100	8							Maximum Block Chance	Maximum Block Chance		4	66	2					blockcap	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
214	0	10							Defense	Defense	(Based on Character Level)	6	93	1					item_armor_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
215	0	10							Enhanced Defense	Enhanced Defense	(Based on Character Level)	8	94	1					item_armorpercent_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
216	0	10							to Life	to Life	(Based on Character Level)	6	77	1					item_hp_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
217	0	10							to Mana	to Mana	(Based on Character Level)	6	75	1					item_mana_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
218	0	10							to Maximum Damage	to Maximum Damage	(Based on Character Level)	6	170	1					item_maxdamage_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
219	0	5							\green;Shrine Blessed	\green;Shrine Blessed		3	250	0					blessings_counter	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
225	0	10							Bonus to Attack Rating	Bonus to Attack Rating	(Based on Character Level)	7	165	1					item_tohitpercent_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
226	0	5																	item_absolsigil	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
227		5																	item_elesigil	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
230	0	10							Cold Resist	Cold Resist	(Based on Character Level)	7	62	2					item_resist_cold_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
231	0	10							Fire Resist	Fire Resist	(Based on Character Level)	7	64	2					item_resist_fire_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
232	0	10							Lightning Resist	Lightning Resist	(Based on Character Level)	7	63	2					item_resist_ltng_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
233	0	10							Poison Resist	Poison Resist	(Based on Character Level)	7	61	2					item_resist_pois_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
234	0	12							to Strength	to Strength		1	90	1					class_counter1	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
239	0	10							Gold Find	Gold Find	(Based on Character Level)	7	16	1					item_find_gold_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
240	0	10							Magic Find	Magic Find	(Based on Character Level)	7	14	1					item_find_magic_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
241	30	7																	is_corrupted	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
242	0	2																	is_crystalsword	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
245	1	2																	grim_active	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
246	1	2																	firedance_mod	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
247	0	10							Chance of Crushing Blow	Chance of Crushing Blow	(Based on Character Level)	7	125	1					item_crushingblow_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
248	0	10							Chance of Open Wounds	Chance of Open Wounds	(Based on Character Level)	7	122	1					item_openwounds_perlevel	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
250	0	10																	item_totembound	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
251	1	2																	is_sunstone	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
252	0	6							Repairs %d Durability per Second	Repairs %d Durability per Second		0	7	0					item_replenish_durability	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
253	0	6							Replenishes Quantity	Replenishes Quantity		3	8	0					item_replenish_quantity	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
254	0	8							Increased Stack Size	Increased Stack Size		3	9	0					item_extra_stack	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
257	1	2							\orange;Parasite Gains 12 Additional Targets\blue;	\orange;Nephalem: +25% Total Vessel Damage Bonus from Passives\nUnholy: Blood Thorns: +40% Damage Multiplier\nHoly: Holy Fire Deals 4.5% of  Strength as More Total Damage (max 250%)\blue;		3	240	0					vessel_mod	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
259	1	10							Charges:	Charges:		3	250	2					charge_counter	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
260	0	7							\orange;Thunderfury\grey;	\orange;Thunderfury\grey;		3	247	0				17	item_thunderfury	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
261	0	5							Extra Totems	Extra Totems		1	196	1					new_totem_syn	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
265	0	10							Life after each Kill	Life after each Kill		1	41	1					item_healafterplayerkill	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
266	0	7							\orange;Area Effect Attack\grey;	\orange;Area Effect Attack\grey;		3	247	0				17	item_warp_blue	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
267	0	5																	hotp	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
270	0	3																	item_has_edyrem	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
271	0	8							%d%% Chance to cast level %d %s when you Die	%d%% Chance to cast level %d %s when you Die		15	205					17	item_skillonanydeath	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
273	25	7																	item_crushthorns	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
276	0	1							\dgrey;Cannot be Disenchanted\blue;	\dgrey;Cannot be Disenchanted\blue;		3	4	0					item_nodcht	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
277	0	7							\orange;Area Effect Attack\grey;	\orange;Area Effect Attack\grey;		3	247	0				17	item_warpskillonattack	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
279	0	9							Lion Stance Damage Bonus	Lion Stance Damage Bonus		2	195	2					lion_stance_syn	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
280	0	10																	greathunt_buff	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
282	0	7							%d%% Chance to cast level %d %s when you Take Damage	%d%% Chance to cast level %d %s when you Take Damage		15	205					17	item_skillondamaged	add=;bits=;bitsParamSave=;bitsSave=;descpriority=;descval=;dgrp=;dgrpfunc=;dgrpval=;saveParamBits=	0.000
