#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
l26	Wand (3)		2	0	1		0	12	12			12								6	0	wand,tier	1	
l27	Yew Wand (3)		2	0	1		0	25	36			15								6	0	wand,tier	1	
l28	Bone Wand (3)		2	0	1		0	32	60			19								6	0	wand,tier	1	
l29	Grim Wand (3)		2	0	1		0	46	108			26								6	0	wand,tier	1	
l30	Wand (4)		2	0	1		0	26	12			14								6	0	wand,tier	1	
l31	Yew Wand (4)		2	0	1		0	51	36			18								6	0	wand,tier	1	
l32	Bone Wand (4)		2	0	1		0	65	60			23								6	0	wand,tier	1	
l33	Grim Wand (4)		2	0	1		0	92	108			31								6	0	wand,tier	1	
l34	War Hammer (1)		3	0	1		0	0	100			6								0	56	hamm,tier	1	
l35	Maul (1)		4	0	1		0	0	114	1	8			11						0	93	hamm,tier	1	
l36	Great Maul (1)		3	0	1		0	0	138	1	10			13						0	117	hamm,tier	1	
l40	War Hammer (2)		3	0	1		0	0	100			14								0	90	hamm,tier	1	
l41	Maul (2)		4	0	1		0	0	114	1	20			26						0	137	hamm,tier	1	
l42	Great Maul (2)		3	0	1		0	0	138	1	23			29						0	168	hamm,tier	1	
l46	War Hammer (3)		3	0	1		0	0	100			26								0	184	hamm,tier	1	
l47	Maul (3)		4	0	1		0	0	114	1	40			52						0	270	hamm,tier	1	
l48	Great Maul (3)		3	0	1		0	0	138	1	46			60						0	326	hamm,tier	1	
l49	War Hammer (4)		3	0	1		0	0	100			31								0	366	hamm,tier	1	
l50	Maul (4)		4	0	1		0	0	114	1	47			61						0	532	hamm,tier	1	
l51	Great Maul (4)		3	0	1		0	0	138	1	49			75						0	640	hamm,tier	1	
l52	Light Crossbow (1)		3	0	1		0	0	0	1	4			6						0	14	xbow,tier	1	
l53	Crossbow (1)		3	0	1		0	0	0	1	7			10						0	66	xbow,tier	1	
l54	Heavy Crossbow (1)		4	0	1		0	0	0	1	11			16						0	91	xbow,tier	1	
l55	Repeating Crossbow (1)		3	0	1		0	0	0	1	10			17						0	103	xbow,tier	1	
l60	Light Crossbow (2)		3	0	1		0	0	0	1	14			20						0	69	xbow,tier	1	
l61	Crossbow (2)		3	0	1		0	0	0	1	20			26						0	101	xbow,tier	1	
l62	Heavy Crossbow (2)		4	0	1		0	0	0	1	29			40						0	134	xbow,tier	1	
l63	Repeating Crossbow (2)		3	0	1		0	0	0	1	28			41						0	150	xbow,tier	1	
l68	Light Crossbow (3)		3	0	1		0	0	0	1	36			46						0	144	xbow,tier	1	
l69	Crossbow (3)		3	0	1		0	0	0	1	44			59						0	202	xbow,tier	1	
l70	Heavy Crossbow (3)		4	0	1		0	0	0	1	64			83						0	260	xbow,tier	1	
l71	Repeating Crossbow (3)		3	0	1		0	0	0	1	61			87						0	290	xbow,tier	1	
l72	Light Crossbow (4)		3	0	1		0	0	0	1	44			56						0	287	xbow,tier	1	
l73	Crossbow (4)		3	0	1		0	0	0	1	52			70						0	401	xbow,tier	1	
l74	Heavy Crossbow (4)		4	0	1		0	0	0	1	78			101						0	514	xbow,tier	1	
l75	Repeating Crossbow (4)		3	0	1		0	0	0	1	74			102						0	570	xbow,tier	1	
leg	Wirt's Leg		3	0	1		20	0	126			12								0	0	wrtl	1	
msf	Staff of Kings		3	0	1		1223	0	90	1	13			16					1	6	12	staf	1	
o10	Stag Bow (4)		4	0	1		0	457	0	1	0			0			13			0	0	abow,elrx	1	
o11	Reflex Bow (4)		4	0	1		0	570	0	1	47			64			13			15	0	abow,tier	1	
o12	Maiden Spear (4)		4	0	1		0	402	64	1	25			54			15			15	201	aspe,tier	1	
o13	Maiden Pike (4)		4	0	1		0	483	80	1	19			71			15			15	241	aspe,tier	1	
o14	Maiden Javelin (4)		3	1	1	32	0	495	84			39			41	73	15			13	227	ajav,tier	1	
o15	Katar (4)		3	0	1		0	83	50			16					14			13	0	h2h,tier	1	
o16	Wrist Blade (4)		3	0	1		0	169	70			0					14			0	0	h2h,el1x	1	
o17	Hatchet Hands (4)		3	0	1		0	212	70			23					14			13	0	h2h,tier	1	
o18	Cestus (4)		3	0	1		0	255	80			27					14			13	0	h2h,tier	1	
o19	Claws (4)		3	0	1		0	298	90			30					14			13	0	h2h,tier	1	
o20	Blade Talons (4)		3	0	1		0	456	100			41					14			13	0	h2h,tier	1	
o21	Scissors Katar (4)		3	0	1		0	384	90			37					14			13	0	h2h,tier	1	
opl	Fulminating Potion		1	1	1	3	24	0	2			1								0	0	tpot	1	
opm	Exploding Potion		1	1	1	3	80	0	2			1								0	0	tpot	1	
ops	Oil Potion		1	1	1	3	150	0	2			1								0	0	tpot	1	
qf1	Khalim's Flail		3	0	1		1412	35	60			13							1	0	41	mace	1	
qf2	Khalim's Will		3	0	1		1412	0	60			13							1	0	0	mace	1	
tax	Throwing Axe		2	1	1	16	0	40	6			11			6	8				0	0	taxe	1	
v#X	\red;Sacred Bow		3	0	1		0	666	0	1	38			45						15	666	#bow	1	
vou	Voulge		4	0	1		0	0	50	1	10			20						0	50	pole	1	
wd01	Elder Staff		3	0	1		0	0	1	1										0	0	wp01	1	
wd02	Elder Staff		3	0	1		0	0	1	1										0	0	wp02	1	
wol	Wirt's Other Leg		3	0	1		20	0	126			18								0	0	wrtl	1	
!@1	unused		1	0	2		1	0	0													thng		
!@2	unused		1	0	2		1	0	0													thng		
!@3	unused		1	0	2		1	0	0													thng		
!@4	unused		1	0	2		1	0	0													thng		
!@5	unused		1	0	2		1	0	0													thng		
!@B	\grey;Quest Item\n\gold;Signet of Skill	"max((1-(stat('potion_skill_cap'.accr)/3)),0)"	1	0	2		1	0	0													poti		
##.	\gold;Neutrality Pact		1	0	2		1	0	0													grtz		
#X1	Cube Reagent (Secret)\n\orange;Emblem of Suffering		1	0	2		1	0	0													thng		
#X2	Cube Reagent (Secret)\n\orange;Emblem of Pain		1	0	2		1	0	0													thng		
#X3	Cube Reagent (Secret)\n\orange;Emblem of Hatred		1	0	2		1	0	0													thng		
#X4	Cube Reagent (Secret)\n\orange;Emblem of Terror		1	0	2		1	0	0													thng		
#X5	Cube Reagent (Secret)\n\orange;Emblem of Destruction		1	0	2		1	0	0													thng		
#X6	Cube Reagent (Secret)\n\orange;Emblem of Lies		1	0	2		1	0	0													thng		
#X9	Cube Reagent\n\orange;Griswold's Treasure		2	0	2		1	0	0													thng		
&66	\orange;Mystic Orb\nKara's Trinket		1	0	2		3	0	0													asaa,asa#		
&67	\orange;Mystic Orb\nMonsterball		1	0	2		3	0	0													asaa,asa#		
&68	\orange;Mystic Orb\nHeart of Frost		1	0	2		3	0	0													asaa,asa#		
&69	\orange;Mystic Orb\nHand of Yaerius		1	0	2		3	0	0													asaa,asa#		
&70	\orange;Mystic Orb\nThe Endless Light		1	0	2		3	0	0													asaa,asa#		
&71	\orange;Mystic Orb\nMarksman's Eye		1	0	2		3	0	0													asaa,asa#		
&72	\orange;Mystic Orb\nFarnham's Lost Marble		1	0	2		3	0	0													asaa,asa#		
&73	\orange;Mystic Orb\nZayl's Soul Orb		1	0	2		3	0	0													asaa,asa#		
&74	\orange;Mystic Orb\nEye of Malic		1	0	2		3	0	0													asaa,asa#		
&75	\orange;Mystic Orb\nApple of Discord		1	0	2		3	0	0													asaa,asa#		
&76	\orange;Mystic Orb\nIdol of Stars		1	0	2		1	0	0													asaa,asa#		
&77	\orange;Mystic Orb\nNagapearl		1	0	2		1	0	0													asaa,asa#		
&78	\orange;Mystic Orb\nThe Moon Crystal		1	0	2		1	0	0													asaa,asa#		
&79	\orange;Mystic Orb\nAuriel's Focus		1	0	2		1	0	0													asaa,asa#		
&80	\orange;Mystic Orb\nSolitude		1	0	2		1	0	0													asaa,asa#		
&81	\orange;Mystic Orb\nLarzuk's Round Shot		1	0	2		3	0	0													asaa,asa#		
&82	\orange;Mystic Orb\nVizjun's Ball Bearing		1	0	2		3	0	0													asaa,asa#		
&83	\orange;Mystic Orb\nNor Tiraj's Flaming Sphere		1	0	2		3	0	0													asaa,asa#		
&84	\orange;Mystic Orb\nThe Demon Core		1	0	2		3	0	0													asaa,asa#		
&85	\orange;Mystic Orb\nUldyssian's Spirit		1	0	2		3	0	0													asaa,asa#		
&86	\orange;Mystic Orb\nOrb of Annihilation		1	0	2		3	0	0													asaa,asa#		
&87	\orange;Mystic Orb\nWarbringer		1	0	2		3	0	0													asaa,asa#		
&88	\orange;Mystic Orb\nTen Pin Striker		1	0	2		3	0	0													asaa,asa#		
&89	\orange;Mystic Orb\nWrathspirit		1	0	2		3	0	0													asaa,asa#		
&90	\orange;Mystic Orb\nCrystal of Tears		1	0	2		1	0	0													asaa,asa#		
&91	\orange;Mystic Orb\nEssence of Itherael		1	0	2		1	0	0													asaa,asa#		
&92	\orange;Mystic Orb\nPeriapt of Life		1	0	2		1	0	0													asaa,asa#		
&93	\orange;Mystic Orb\nLodestone		1	0	2		1	0	0													asaa,asa#		
&94	\orange;Mystic Orb\nExplorer's Globe		1	0	2		3	0	0													asaa,asa#		
&95	\orange;Mystic Orb\nEye of the Storm		1	0	2		3	0	0													asaa,asa#		
01+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
01^	\dgreen;Signet of Learning	"min(1,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
02+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
02^	\dgreen;Custom Signet of Learning	"min(2,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
03+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
03^	\dgreen;Custom Signet of Learning	"min(3,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
04+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
04^	\dgreen;Custom Signet of Learning	"min(4,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
05+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
05^	\dgreen;Large Signet of Learning	"min(5,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
06+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
06^	\dgreen;Custom Signet of Learning	"min(6,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
07+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
07^	\dgreen;Custom Signet of Learning	"min(7,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
08+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
08^	\dgreen;Custom Signet of Learning	"min(8,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
09+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
09^	\dgreen;Custom Signet of Learning	"min(9,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
0g0	unused		1	0	2		1	0	0													hpot		
0g1	unused		1	0	2		1	0	0													hpot		
0g2	unused		1	0	2		1	0	0													hpot		
0g7	unused		1	0	2		1	0	0													hpot		
0g8	unused		1	0	2		1	0	0													hpot		
0o[	\gold;Catalyst of Learning		1	0	2		5	0	0													thng		
0sc	Scroll of Knowledge		1	0	2		0	0	0													scro		
0u1	Paragon's Hammer		2	0	2		1	0	0													grtz		
10+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
10^	\dgreen;Custom Signet of Learning	"min(10,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
11+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
11^	\dgreen;Custom Signet of Learning	"min(11,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
12+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
12^	\dgreen;Custom Signet of Learning	"min(12,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
13+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
13^	\dgreen;Custom Signet of Learning	"min(13,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
14+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
14^	\dgreen;Custom Signet of Learning	"min(14,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
15^	\dgreen;Custom Signet of Learning	"min(15,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
16+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
16^	\dgreen;Custom Signet of Learning	"min(16,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
17^	\dgreen;Custom Signet of Learning	"min(17,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
18+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
18^	\dgreen;Custom Signet of Learning	"min(18,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
19+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
19^	\dgreen;Custom Signet of Learning	"min(19,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
20+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
20^	\dgreen;Custom Signet of Learning	"min(20,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
21+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
21^	\dgreen;Custom Signet of Learning	"min(21,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
22+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
22^	\dgreen;Custom Signet of Learning	"min(22,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
23+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
23^	\dgreen;Custom Signet of Learning	"min(23,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
24+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
24^	\dgreen;Custom Signet of Learning	"min(24,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
25+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
25^	\dgreen;Greater Signet of Learning	"min(25,400-stat('potion_stat_cap'.accr)) "	1	0	2		1	0	0													poti		
26+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
27+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
2o[	Cube Reagent\n\orange;Oil of Disjunction		1	0	2		5	0	0													thng		
2x5	unused		1	0	2		1	0	0													thng		
2x6	unused		1	0	2		1	0	0													thng		
2x7	unused		1	0	2		1	0	0													thng		
2x8	unused		1	0	2		1	0	0													thng		
2x9	unused		1	0	2		1	0	0													thng		
30+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
31+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
32+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
33+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
35+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
36+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
37+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
38+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
39+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
3o[	\gold;Catalyst of Disenchantment		1	0	2		5	0	0										255			thng		
40+	\orange;Mystic Orb		1	0	2		3	0	0													asaa		
46+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
47+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
48+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
4o[	Cube Reagent\n\orange;Oil of Enhancement		1	0	2		5	0	0													thng		
5$a	\purple;Chipped Amber		1	0	2		2	0	0													geml,gem0		
5$b	\purple;Flawed Amber		1	0	2		3	0	0													geml,gem1		
5$c	\purple;Amber		1	0	2		4	0	0													geml,gem2		
5$d	\purple;Flawless Amber		1	0	2		5	0	0													geml,gem3		
5$e	\purple;Perfect Amber		1	0	2		6	0	0													geml,gem4		
50+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
51+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
52+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
53+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
5o[	Cube Reagent\n\orange;Oil of Renewal		1	0	2		5	0	0													thng		
60+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
61+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
62+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
63+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
64+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
65+	\orange;Mystic Orb		1	0	2		1	0	0													asaa		
6o[	Cube Reagent\n\orange;Oil of Luck		1	0	2		5	0	0													thng		
7$a	\purple;Chipped Turquoise		1	0	2		2	0	0													gemo,gem0		
7$b	\purple;Flawed Turquoise		1	0	2		3	0	0													gemo,gem1		
7$c	\purple;Turquoise		1	0	2		4	0	0													gemo,gem2		
7$d	\purple;Flawless Turquoise		1	0	2		5	0	0													gemo,gem3		
7$e	\purple;Perfect Turquoise		1	0	2		6	0	0													gemo,gem4		
7o[	Cube Reagent\n\orange;Oil of Craft		1	0	2		5	0	0													thng		
8o[	\orange;Oil of Lesser Alchemy		1	0	2		5	0	0													thng		
9$a	\purple;Chipped Bloodstone		1	0	2		2	0	0													gemp,gem0		
9$b	\purple;Flawed Bloodstone		1	0	2		3	0	0													gemp,gem1		
9$c	\purple;Bloodstone		1	0	2		4	0	0													gemp,gem2		
9$d	\purple;Flawless Bloodstone		1	0	2		5	0	0													gemp,gem3		
9$e	\purple;Perfect Bloodstone		1	0	2		6	0	0													gemp,gem4		
@##	\grey;Cube Reagent\n\orange;Deity's Bow		3	0	2		1	0	0													thng		
A0+	\orange;Creepy Shrine (10)		2	0	2		5	0	0													prsh,flsh		
A0+S	\orange;Creepy Vessel		2	0	2		1	0	0													shco		
A1+	\orange;Creepy Shrine (9)		2	0	2		5	0	0													prsh		
A2+	\orange;Creepy Shrine (8)		2	0	2		5	0	0													prsh		
A3+	\orange;Creepy Shrine (7)		2	0	2		5	0	0													prsh		
A4+	\orange;Creepy Shrine (6)		2	0	2		5	0	0													prsh		
A5+	\orange;Creepy Shrine (5)		2	0	2		5	0	0													prsh		
A6+	\orange;Creepy Shrine (4)		2	0	2		5	0	0													prsh		
A7+	\orange;Creepy Shrine (3)		2	0	2		5	0	0													prsh		
A8+	\orange;Creepy Shrine (2)		2	0	2		5	0	0													prsh		
A9+	\orange;Creepy Shrine (1)		2	0	2		5	0	0													prsh		
B0+	\orange;Abandoned Shrine (10)		2	0	2		5	0	0													prsh,flsh		
B0+S	\orange;Abandoned Vessel		2	0	2		1	0	0													shco		
B1+	\orange;Abandoned Shrine (9)		2	0	2		5	0	0													prsh		
B2+	\orange;Abandoned Shrine (8)		2	0	2		5	0	0													prsh		
B3+	\orange;Abandoned Shrine (7)		2	0	2		5	0	0													prsh		
B4+	\orange;Abandoned Shrine (6)		2	0	2		5	0	0													prsh		
B5+	\orange;Abandoned Shrine (5)		2	0	2		5	0	0													prsh		
B6+	\orange;Abandoned Shrine (4)		2	0	2		5	0	0													prsh		
B7+	\orange;Abandoned Shrine (3)		2	0	2		5	0	0													prsh		
B8+	\orange;Abandoned Shrine (2)		2	0	2		5	0	0													prsh		
B9+	\orange;Abandoned Shrine (1)		2	0	2		5	0	0													prsh		
C0+	\orange;Quiet Shrine (10)		2	0	2		5	0	0													prsh,flsh		
C0+S	\orange;Quiet Vessel		2	0	2		1	0	0													shco		
C1+	\orange;Quiet Shrine (9)		2	0	2		5	0	0													prsh		
C2+	\orange;Quiet Shrine (8)		2	0	2		5	0	0													prsh		
C3+	\orange;Quiet Shrine (7)		2	0	2		5	0	0													prsh		
C4+	\orange;Quiet Shrine (6)		2	0	2		5	0	0													prsh		
C5+	\orange;Quiet Shrine (5)		2	0	2		5	0	0													prsh		
C6+	\orange;Quiet Shrine (4)		2	0	2		5	0	0													prsh		
C7+	\orange;Quiet Shrine (3)		2	0	2		5	0	0													prsh		
C8+	\orange;Quiet Shrine (2)		2	0	2		5	0	0													prsh		
C9+	\orange;Quiet Shrine (1)		2	0	2		5	0	0													prsh		
D0+	\orange;Eerie Shrine (10)		2	0	2		5	0	0													prsh,flsh		
D0+S	\orange;Eerie Vessel		2	0	2		1	0	0													shco		
D1+	\orange;Eerie Shrine (9)		2	0	2		5	0	0													prsh		
D2+	\orange;Eerie Shrine (8)		2	0	2		5	0	0													prsh		
D3+	\orange;Eerie Shrine (7)		2	0	2		5	0	0													prsh		
D4+	\orange;Eerie Shrine (6)		2	0	2		5	0	0													prsh		
D5+	\orange;Eerie Shrine (5)		2	0	2		5	0	0													prsh		
D6+	\orange;Eerie Shrine (4)		2	0	2		5	0	0													prsh		
D7+	\orange;Eerie Shrine (3)		2	0	2		5	0	0													prsh		
D8+	\orange;Eerie Shrine (2)		2	0	2		5	0	0													prsh		
D9+	\orange;Eerie Shrine (1)		2	0	2		5	0	0													prsh		
E0+	\orange;Weird Shrine (10)		2	0	2		5	0	0													prsh,flsh		
E0+S	\orange;Weird Vessel		2	0	2		1	0	0													shco		
E1+	\orange;Weird Shrine (9)		2	0	2		5	0	0													prsh		
E2+	\orange;Weird Shrine (8)		2	0	2		5	0	0													prsh		
E3+	\orange;Weird Shrine (7)		2	0	2		5	0	0													prsh		
E4+	\orange;Weird Shrine (6)		2	0	2		5	0	0													prsh		
E5+	\orange;Weird Shrine (5)		2	0	2		5	0	0													prsh		
E6+	\orange;Weird Shrine (4)		2	0	2		5	0	0													prsh		
E7+	\orange;Weird Shrine (3)		2	0	2		5	0	0													prsh		
E8+	\orange;Weird Shrine (2)		2	0	2		5	0	0													prsh		
E9+	\orange;Weird Shrine (1)		2	0	2		5	0	0													prsh		
F0+	\orange;Intimidating Shrine (10)		2	0	2		5	0	0													prsh,flsh		
F0+S	\orange;Intimidating Vessel		2	0	2		1	0	0													shco		
F1+	\orange;Intimidating Shrine (9)		2	0	2		5	0	0													prsh		
F2+	\orange;Intimidating Shrine (8)		2	0	2		5	0	0													prsh		
F3+	\orange;Intimidating Shrine (7)		2	0	2		5	0	0													prsh		
F4+	\orange;Intimidating Shrine (6)		2	0	2		5	0	0													prsh		
F5+	\orange;Intimidating Shrine (5)		2	0	2		5	0	0													prsh		
F6+	\orange;Intimidating Shrine (4)		2	0	2		5	0	0													prsh		
F7+	\orange;Intimidating Shrine (3)		2	0	2		5	0	0													prsh		
F8+	\orange;Intimidating Shrine (2)		2	0	2		5	0	0													prsh		
F9+	\orange;Intimidating Shrine (1)		2	0	2		5	0	0													prsh		
G0+	\orange;Tainted Shrine (10)		2	0	2		5	0	0													prsh,flsh		
G0+S	\orange;Tainted Vessel		2	0	2		1	0	0													shco		
G1+	\orange;Tainted Shrine (9)		2	0	2		5	0	0													prsh		
G2+	\orange;Tainted Shrine (8)		2	0	2		5	0	0													prsh		
G3+	\orange;Tainted Shrine (7)		2	0	2		5	0	0													prsh		
G4+	\orange;Tainted Shrine (6)		2	0	2		5	0	0													prsh		
G5+	\orange;Tainted Shrine (5)		2	0	2		5	0	0													prsh		
G6+	\orange;Tainted Shrine (4)		2	0	2		5	0	0													prsh		
G7+	\orange;Tainted Shrine (3)		2	0	2		5	0	0													prsh		
G8+	\orange;Tainted Shrine (2)		2	0	2		5	0	0													prsh		
G9+	\orange;Tainted Shrine (1)		2	0	2		5	0	0													prsh		
H0+	\orange;Fascinating Shrine (10)		2	0	2		5	0	0													prsh,flsh		
H0+S	\orange;Fascinating Vessel		2	0	2		1	0	0													shco		
H1+	\orange;Fascinating Shrine (9)		2	0	2		5	0	0													prsh		
H2+	\orange;Fascinating Shrine (8)		2	0	2		5	0	0													prsh		
H3+	\orange;Fascinating Shrine (7)		2	0	2		5	0	0													prsh		
H4+	\orange;Fascinating Shrine (6)		2	0	2		5	0	0													prsh		
H5+	\orange;Fascinating Shrine (5)		2	0	2		5	0	0													prsh		
H6+	\orange;Fascinating Shrine (4)		2	0	2		5	0	0													prsh		
H7+	\orange;Fascinating Shrine (3)		2	0	2		5	0	0													prsh		
H8+	\orange;Fascinating Shrine (2)		2	0	2		5	0	0													prsh		
H9+	\orange;Fascinating Shrine (1)		2	0	2		5	0	0													prsh		
I0+	\orange;Ornate Shrine (10)		2	0	2		5	0	0													prsh,flsh		
I0+S	\orange;Ornate Vessel		2	0	2		1	0	0													shco		
I1+	\orange;Ornate Shrine (9)		2	0	2		5	0	0													prsh		
I2+	\orange;Ornate Shrine (8)		2	0	2		5	0	0													prsh		
I3+	\orange;Ornate Shrine (7)		2	0	2		5	0	0													prsh		
I4+	\orange;Ornate Shrine (6)		2	0	2		5	0	0													prsh		
I5+	\orange;Ornate Shrine (5)		2	0	2		5	0	0													prsh		
I6+	\orange;Ornate Shrine (4)		2	0	2		5	0	0													prsh		
I7+	\orange;Ornate Shrine (3)		2	0	2		5	0	0													prsh		
I8+	\orange;Ornate Shrine (2)		2	0	2		5	0	0													prsh		
I9+	\orange;Ornate Shrine (1)		2	0	2		5	0	0													prsh		
J0+	\orange;Sacred Shrine (10)		2	0	2		5	0	0													prsh,flsh		
J0+S	\orange;Sacred Vessel		2	0	2		1	0	0													shco		
J1+	\orange;Sacred Shrine (9)		2	0	2		5	0	0													prsh		
J2+	\orange;Sacred Shrine (8)		2	0	2		5	0	0													prsh		
J3+	\orange;Sacred Shrine (7)		2	0	2		5	0	0													prsh		
J4+	\orange;Sacred Shrine (6)		2	0	2		5	0	0													prsh		
J5+	\orange;Sacred Shrine (5)		2	0	2		5	0	0													prsh		
J6+	\orange;Sacred Shrine (4)		2	0	2		5	0	0													prsh		
J7+	\orange;Sacred Shrine (3)		2	0	2		5	0	0													prsh		
J8+	\orange;Sacred Shrine (2)		2	0	2		5	0	0													prsh		
J9+	\orange;Sacred Shrine (1)		2	0	2		5	0	0													prsh		
K0+	\orange;Shimmering Shrine (10)		2	0	2		5	0	0													prsh,flsh		
K0+S	\orange;Shimmering Vessel		2	0	2		1	0	0													shco		
K1+	\orange;Shimmering Shrine (9)		2	0	2		5	0	0													prsh		
K2+	\orange;Shimmering Shrine (8)		2	0	2		5	0	0													prsh		
K3+	\orange;Shimmering Shrine (7)		2	0	2		5	0	0													prsh		
K4+	\orange;Shimmering Shrine (6)		2	0	2		5	0	0													prsh		
K5+	\orange;Shimmering Shrine (5)		2	0	2		5	0	0													prsh		
K6+	\orange;Shimmering Shrine (4)		2	0	2		5	0	0													prsh		
K7+	\orange;Shimmering Shrine (3)		2	0	2		5	0	0													prsh		
K8+	\orange;Shimmering Shrine (2)		2	0	2		5	0	0													prsh		
K9+	\orange;Shimmering Shrine (1)		2	0	2		5	0	0													prsh		
Kx1	\purple;Earth Essence		1	0	2		1	0	0													thng,esse		
Kx2	\purple;Magic Essence		1	0	2		1	0	0													thng,esse		
Kx3	\purple;Venomous Essence		1	0	2		1	0	0													thng,esse		
Kx4	\purple;Lightning Essence		1	0	2		1	0	0													thng,esse		
Kx5	\purple;Icy Essence		1	0	2		1	0	0													thng,esse		
Kx6	\purple;Fiery Essence		1	0	2		1	0	0													thng,esse		
M0+	\orange;Spiritual Shrine (10)		2	0	2		5	0	0													prsh,flsh		
M0+S	\orange;Spiritual Vessel		2	0	2		1	0	0													shco		
M1+	\orange;Spiritual Shrine (9)		2	0	2		5	0	0													prsh		
M2+	\orange;Spiritual Shrine (8)		2	0	2		5	0	0													prsh		
M3+	\orange;Spiritual Shrine (7)		2	0	2		5	0	0													prsh		
M4+	\orange;Spiritual Shrine (6)		2	0	2		5	0	0													prsh		
M5+	\orange;Spiritual Shrine (5)		2	0	2		5	0	0													prsh		
M6+	\orange;Spiritual Shrine (4)		2	0	2		5	0	0													prsh		
